scenario_id,val_Brier,val_minADE,val_minAHE,val_minFDE,val_minFHE,val_minMR
801ef5ee-3091-422e-8261-eb07b55b459c,0.8611251,1.3928071,0.032284454,2.1019576,0.09452224,1
ebe1c0d5-e9b1-4307-828f-bfcd701508af,0.71421623,4.0715566,0.29592782,11.783273,0.7659159,1
3529c26a-4c77-43fc-911a-78c0a259438d,0.913452,1.1788527,0.083202936,3.1493664,0.4804778,1
6895f83b-9148-4596-9977-f5f67275a4c6,0.037575226,1.1652571,0.101561055,3.108584,0.2915995,1
da6a1270-7535-48e5-9326-88a017ad0e90,0.10770709,1.4278961,0.08782295,4.719796,0.13594103,1
552b61cf-2d76-4dcd-a748-0a92a233f2ae,0.19148934,1.3353753,0.2312308,4.1522408,0.84809875,1
59d42bdc-bb48-4a95-9fac-e433d48a4020,0.9963073,3.5112662,0.30543244,12.8804865,1.3151958,1
5a9f02fb-f324-4e0c-93ab-d494cce1b9d2,0.24504566,1.3360143,0.18466349,6.912936,1.0536578,1
8384b431-f39c-4402-a0e9-d4bd7713dd67,0.70410913,3.8677173,0.07405884,10.903906,0.37405753,1
8a47e12f-d481-45a4-8d7f-37474e95d675,0.82635105,1.8422563,0.3596175,3.599306,0.10943341,1
c7d7e461-d0b4-4b14-af95-f44108ed6a22,0.8324227,1.8592057,0.36297703,2.2465897,0.00014090538,1
3f8b8811-4253-46fa-a8f8-a31b49c2a6b5,0.608535,2.2641382,0.32615218,2.171803,0.03964615,1
38b42684-a50a-46de-b478-5138756af3a1,0.32400322,2.097192,0.16933833,3.1874096,0.36509585,1
38f0064d-ac6d-4966-8072-1f012e33e80b,0.96604186,3.4254057,0.08506699,9.662805,0.11510825,1
6fa1d2f7-a43a-4fe7-b644-2dda579671a5,0.9954575,2.1689115,0.19501899,3.361129,0.11779618,1
b75b70d3-0c03-448b-9c31-d70da0f0a6d9,0.6290095,1.1597259,0.13814786,2.2463171,0.24045658,1
cd940c5a-d1c0-421a-9b95-7ac8d0fb0c25,0.35640487,1.3640945,0.2278239,3.324733,0.43796325,1
195927e3-7669-48ed-a936-a7cae0149bb3,0.71418303,1.9250851,0.1003254,3.577055,0.12984514,1
ceca6195-322f-4971-ab4e-806328454ca0,0.889323,1.4118437,0.11560164,2.3330278,0.5033009,1
43bd2e6a-2967-4ba9-ba1e-ecfaf9314980,0.26174688,1.1489387,0.01582694,4.3953347,0.039576292,1
78ebee2a-6396-4521-a045-5d9afc91ccde,0.8819402,1.8958572,0.26377735,4.6890063,2.6395338,1
8e43b44e-ebab-4b71-91ad-cde068d21e1b,0.38795727,3.3542717,2.9150343,5.520299,2.971639,1
b713c36d-50cc-4386-9caf-a2034024372b,0.9734949,1.3667582,0.026349822,2.6286714,0.10246754,1
b7975be0-48fc-4a77-b763-afd458ffb7b0,0.16021214,3.8838723,0.029149262,9.061679,0.015004635,1
044e7279-4f38-4b3d-8409-0a7c11a0b88f,0.6435058,1.5387944,0.018800966,2.0060906,0.003995657,1
279b7310-2b51-4169-a1c1-b1fd8aa8ae53,0.45663938,1.279988,0.013013613,2.4769301,0.04224968,1
44cbc1f1-7d89-4b46-8b42-546adcb6366a,0.93017393,1.1358111,0.053214647,2.202701,0.03391552,1
dc0ff0f1-5c73-486a-8b01-bb4768b7962e,0.45668554,1.344073,0.11983972,3.1775284,0.15815377,1
7f02acbf-6d8c-4355-8d34-b503eb172ee0,0.59708196,1.3690039,0.0096743945,2.7004297,0.0017149448,1
ecd21c0d-3870-4fb3-936c-88381f36c520,0.6519126,1.1638551,0.14004558,2.2621174,1.5101628,1
5c90bd35-7788-46fd-b6f5-6f656f5ca41e,0.8883639,1.1602681,0.23943001,2.7198853,0.4211793,1
440ecdcf-bd01-456d-b7bf-7b2b17512f6d,0.952454,1.1658523,0.12548995,3.4733558,0.33636093,1
f6f83ded-f481-4852-bf3d-ec16060591a6,0.9818282,1.7247311,0.16590114,3.521353,0.098876715,1
e077c81d-0296-4600-a05e-bed2ed4796d5,0.7135145,3.1297557,0.18390279,9.110985,1.0279152,1
8777be1d-1fc4-45f7-903a-4ede16584a79,0.79511034,1.8336354,0.0048749447,4.9155855,0.0017635822,1
72294036-870c-4555-a236-9c23ae339194,0.065305784,1.5877944,0.089076094,1.984587,0.4409151,0
d90aa831-990c-4456-90fa-2508d1df7130,0.51257694,1.6325282,0.3329687,4.898604,0.679404,1
bdf617fa-ecd9-4596-a1e2-b5754ee83e35,0.5482019,1.3023739,0.022499425,2.627695,0.008426428,1
4613ccae-b79e-4acf-bd29-72edd750ff6f,0.97276604,2.0782568,0.12585035,3.510439,0.5333445,1
efac8c25-ceb4-48b2-8bf6-832628d991b9,0.76019895,1.6290427,0.061493404,4.6254854,0.032328844,1
11b01692-3d2e-447f-b4d3-ef8cb33c3fcf,0.10535946,1.9425423,0.26956055,4.0091367,0.59897804,1
e3aafd39-4a65-435b-a972-f9934f1cbc49,0.7414675,1.7548321,0.0063949623,3.4175708,0.0071058273,1
4cab69b5-5fdb-42bc-a2ab-a77e7997799c,0.79807913,1.7275498,0.27616042,2.3014662,0.1703887,1
8478bd5e-668e-4df1-80f4-4e31531942e7,0.16978751,2.0482485,0.14693467,5.278956,0.050565958,1
975ef506-cf7e-483a-87ae-b2d2aafe91f8,0.5822327,1.9621208,0.13455722,4.3901095,0.43882632,1
dfd76547-f5b3-44e7-bc7a-4f17677895e2,0.8102692,1.4072357,0.07584771,2.6888902,0.21371055,1
97ee76b5-748a-484e-b572-678dddacafd5,0.55488396,1.3247203,0.058357257,2.680389,0.2715838,1
35a18d70-3e00-484a-9578-8c5a0f29352a,0.9763046,1.2117099,0.14598337,2.4610312,0.22422338,1
f14a94fd-a7ae-40d8-a54d-d0f38ebaf4ba,0.7773982,1.3951683,0.010446954,2.4730442,0.012430668,1
cad153a0-cb25-4378-a4c5-add60e029873,0.99945754,2.1662817,0.043674458,3.5999985,0.059857845,1
a6f71232-c7f8-4aca-81f5-b6815a0436c9,0.99636894,1.506368,0.054865494,5.606371,0.22608471,1
d29127e3-c7e1-4f60-a825-64af7ecbf55c,0.9992478,1.171868,0.30519027,2.044047,0.83692265,1
79635bb7-9669-4076-9d01-05f64dd2c61b,0.94441754,5.2060347,0.3687612,17.320387,0.45735478,1
d94d6ada-e4e9-48ce-a46b-f8a8ee2414e0,0.99185354,2.9252222,0.01031251,2.8597457,0.021883965,1
bd55038a-2ef2-4dbd-b154-54affb632bcf,0.5659838,1.2764412,0.03550542,2.601231,0.14528847,1
5d24333b-7d86-4701-bcb7-a0cd0c49fb75,0.98658514,1.9448512,0.08778226,5.0301604,0.11931348,1
dee84aef-7793-4e61-9439-3e6d601f3d13,0.9740659,4.216634,0.40169278,5.3598647,1.1258724,1
879da12c-be48-4a28-9c02-618b8e6cbeab,0.406219,1.2221413,0.20946093,4.038596,0.06153369,1
45a3c046-c897-4188-b14a-a4430b95e5e8,0.17465682,4.1708574,0.13344762,9.003712,0.6068232,1
c4603f4c-3c2d-4f97-ad48-26bc08f592ab,0.85050213,3.7245636,0.03354535,8.343949,0.06644893,1
2bd58cb7-15f7-4005-b914-81eda99c3eea,0.91831434,2.2065856,0.15065575,3.3487337,1.8174193,1
81d756f2-709d-4988-9e6d-85d113fc189f,0.48660353,1.1340953,0.10598359,3.2246814,0.5635905,1
a1551b84-0236-41c7-a2fc-d97f2c6ff821,0.9750375,2.1877902,0.024657488,3.6517274,0.17548275,1
d9675a9f-18a1-4c1e-b69b-83633ad06aa5,0.9356877,1.391465,0.01951873,2.1982055,0.05400777,1
96ebdb8d-5b14-47ec-96c0-b9286a8a58e5,0.9521401,2.2003152,0.23720351,4.304854,0.10683656,1
3c0729f9-81e9-4a64-8311-8fbb5762cfd1,0.63608986,1.6784863,0.0059805154,3.1971793,0.009123087,1
360e14c7-079c-43b6-bb32-1926fe7995ca,0.94222426,3.2083628,0.3131341,5.45137,0.37335706,1
e0161acd-ddb8-4d0d-a5d0-9727ebfb9e29,0.8264424,1.232307,0.08713283,2.4949799,0.28587723,1
b1e899b1-05e9-412f-92b1-f2e986cc22be,0.6569797,1.5945129,0.9402459,2.0635638,0.34930396,1
4e156c62-798e-45dc-82c4-339a65167206,0.5353869,1.252625,0.10627289,2.650847,0.076009035,1
d9b43992-580f-432f-9edd-e84cc33fb367,0.9963633,2.157407,0.076253526,3.4364722,0.11778903,1
6e305b83-06cd-4666-aa01-9512c46329ee,0.69374514,1.5506897,0.11258033,3.9710279,0.31493402,1
78a17079-ee1b-4589-98ac-e13b80ee1542,0.4623265,1.5087508,0.23402172,2.898049,0.67878413,1
0f56b2a5-616a-40fe-a851-4866d584c543,0.9938064,2.4317598,0.1960848,3.8802228,0.88284683,1
f046e107-cfb2-4d08-a0ce-71e762f65888,0.9322837,2.6394336,0.24981864,2.9905756,0.04707241,1
6ff67411-a7ae-4c1b-8fc8-a42d8308d832,0.6661001,1.6437503,0.12274089,2.3888676,0.12946153,1
df617e78-6753-41f3-94aa-2401ab4bc36b,0.9376996,1.6393265,0.054898817,2.5698812,0.023401976,1
cae28cbb-5bbe-4bc8-9304-e49462abbf0e,0.99917537,2.574071,0.047000375,2.5701401,0.047961235,1
9d64cc2d-c0ed-4c96-a0ae-ed30d335a9c8,0.99990916,2.9303932,0.030569049,11.4592285,0.0436399,1
459300e2-f201-4481-9e02-caac5293ce6e,0.56113434,1.2738518,0.15542406,3.398798,0.6136944,1
ce5e78ba-d858-4b58-a361-26746b653fc4,0.7363832,1.8183693,0.12596075,3.239741,0.014434576,1
b95848b9-9d8b-4650-ac1b-f4dfbbfb2084,0.99692845,1.2445084,0.13445781,3.2678323,0.48717237,1
ffa59330-7b6f-447e-b88a-e19e2b2706f4,0.72178507,2.5684555,0.029831262,5.0312343,0.1937201,1
39d2a734-e477-437d-ac8e-52be4f5b589b,0.9213839,1.1775926,0.14784785,2.3259497,0.025544882,1
c4af77ec-7c40-4866-9fc2-8c8ddb184951,0.71196073,1.3392359,0.65198576,3.6961608,1.0000856,1
37eca3d2-6161-4d83-b36e-a254c52ac103,0.9995726,2.8110898,0.12640482,8.5351305,0.40484452,1
08d2f925-0521-4a51-9203-46da8d85adef,0.98222834,7.845433,2.54557,21.869535,2.6871276,1
f55dfd1d-fcbc-4003-922f-8e2727e932b8,0.5430193,1.472672,0.12805627,2.0530488,0.06969023,1
88a5b9f2-40ee-4c25-b44e-3ea1b8b197f0,0.9978385,2.1854286,0.54582,4.440342,2.3797095,1
f7ecc749-6305-4e37-996d-a2a293a1f795,0.382939,1.5369991,0.11007,3.4404128,0.42697215,1
fd0af70a-2fea-454f-ac21-90923ca36b95,0.9123047,1.9772199,0.050505925,3.1118464,0.083517075,1
9c341fa4-5843-45f1-ae66-d6dcc5618a55,0.9919161,2.1462142,0.25867206,3.117188,0.036384106,1
bd964b99-bee2-4bf8-8dd8-e8b95ef996bd,0.998459,1.3684156,0.14836761,3.5746775,0.088588476,1
aebf6fb4-6eae-4900-9b4b-8bab2a2997e3,0.8344218,1.6283264,0.25445825,5.287453,0.7970543,1
8abd3357-799c-4694-886b-f6301d43aa0c,0.73695433,1.3599645,0.10320119,2.824784,0.03625369,1
f7485127-60e0-49c2-ba29-3d71ce25f7f3,0.9572236,3.0829008,0.39026782,7.135351,1.0605776,1
2c6a6da4-4873-465f-b126-74eb399d811c,0.9999957,2.011825,0.051638063,3.99632,0.23787498,1
18e61771-8d0b-4ada-875c-9e908064ab95,0.10720904,1.2086474,0.1115699,3.2207725,0.52289486,1
274202a1-d349-4daf-a229-23d2d7006821,0.28206334,3.1503448,0.01396774,4.839887,0.009420395,1
21249952-7ae7-4706-abc0-d250fe6d4676,0.9881019,1.3960347,0.11888654,5.1877017,1.7811058,1
8530a848-e285-4259-adc3-5dae6fcc6a6f,0.037444387,1.5432898,0.021336218,3.6542363,0.012580872,1
5d611f0a-b5ed-4787-a880-e65c178e871b,0.9708364,3.0805593,0.16187592,8.699042,0.16921854,1
29eae186-06ed-447d-97f7-f0956c7b09b8,0.9996704,1.2054344,0.05438051,4.03823,1.0235672,1
4ecf61fa-b9b3-49fa-86f4-ee5a5e59e6e8,0.3083712,2.0217922,0.07759298,3.4747071,0.14413762,1
7e0dbf69-6f94-45d5-94dd-af0e3eb19e54,0.28954008,1.4205223,0.28469643,5.137087,0.74642825,1
b300b47f-4727-4249-8789-ad2a5d2e5ff6,0.6086056,2.09425,0.11288415,3.0016391,0.018429995,1
55048b01-2729-48c5-abe4-4d86ac23837e,0.26086155,1.1252047,0.03329624,2.2163222,0.058634996,1
0409d524-492d-4e54-81eb-69d1f564fd8c,0.9418192,1.6058183,0.09051216,3.5332408,0.12579465,1
b069ab04-599e-4ec0-827e-0e9ab8ef72c8,0.56678,1.6211655,0.12777732,3.1554658,0.077521324,1
aeaa1101-996d-43d3-9108-afecd9afca7e,0.9463923,1.4268965,0.023678482,2.7177148,0.0042817593,1
d78984df-349b-4699-8a2f-4cd84bbd28af,0.715857,2.6667018,0.24850984,6.838827,0.29508615,1
e407ef73-167b-45a5-bc41-35cdf3df0799,0.60230756,2.2711003,1.9797323,3.0361822,2.239036,1
f5282210-f67d-4a94-bbf2-89ee94f6be0f,0.9835707,5.5015116,0.21167809,13.77815,0.47796273,1
c9712078-136e-4f0b-ba4f-5506691bed66,0.3832137,1.4248681,0.048632216,4.167176,0.067498684,1
70bbfcf1-4e79-4a73-87e7-e05e2975ead5,0.963541,8.101723,0.06427768,19.440235,0.05534458,1
0d1ce4e0-31eb-42fa-94cc-0937e21ddfd4,0.35402504,1.192896,0.08833582,2.6460574,0.07224822,1
543d9760-b070-4a26-9be1-278200c0678c,0.83524776,1.4239132,0.21846075,5.0300817,0.8562851,1
42e0ae9c-dd59-4f06-a94d-76c698bc0c4b,0.018819341,1.1653844,0.020643763,2.9679775,0.057976723,1
3b8354f7-feb9-4375-94d0-89e88f08f9fa,0.94042546,1.8128663,0.23634498,6.886677,1.1009872,1
32f8fbc7-aafd-42a2-b3a5-812a3dcbe496,0.84451747,1.1958504,0.06851334,2.3884776,1.0029294,1
191b2cb6-0d66-4c85-a123-9437a7979d17,0.69110966,2.8774998,0.011794993,5.218266,0.03134942,1
0bc8bb9d-0d59-44d6-a423-193a2cb073d8,0.5292464,2.1437502,0.113947526,5.1785398,0.1498084,1
e057e4d8-8372-4d57-8958-b536c22a7833,0.87789255,1.3586719,0.017080503,5.1353455,0.00783515,1
13c3e4d7-97c5-4727-a9d1-e891170c0ff2,0.0015398386,1.2497367,0.009539827,4.620404,0.02291441,1
d95e3b2b-87b2-45ba-bb5b-452d6c35bd44,0.4060768,2.0161474,0.0383205,5.477542,0.13199615,1
ad24ffc1-164d-4c8d-90bd-c228db076ee3,0.40117934,1.7324482,0.017872043,4.173861,0.04701519,1
e9f0dbf3-370a-4cff-a43b-a147b9cf06eb,0.054297797,2.1991038,0.06048795,5.8489904,0.37972045,1
08494ea7-00df-48bb-be1d-7a19518b76df,0.8555506,1.9121555,0.4235584,6.922234,0.029138565,1
370ea8e7-2271-4bb3-b99f-97191934c471,0.2591268,1.5098065,0.03217388,1.9576228,0.0931468,0
3cac273a-93ab-4175-8a7e-ea8ff84369db,0.9210584,3.0590563,0.35359976,5.393837,0.08270955,1
e64484ec-a60a-4682-9a82-cb0931b41699,0.98802453,3.1995935,0.39133722,8.66176,0.1094687,1
a8adfd79-9bde-41c7-991a-794bad80bfc0,0.9990181,2.0200963,0.22094598,2.6856852,0.09241915,1
efd750ab-2e4e-4d6c-8dc6-a290505c0611,0.83918947,1.3604614,0.009825027,2.2232966,0.011646509,1
33bb70b8-3b2a-498e-b344-ade6bab24204,0.81824404,1.2906281,0.013885451,5.6337214,0.0289011,1
c92af52e-d3bf-4029-87e6-3ff278fa7153,0.9796448,1.3649648,0.0693559,3.8142033,0.096901655,1
ede4e280-04b3-4c86-8c50-ef825525a502,0.48957524,1.2509047,0.017879454,2.133098,0.00081062317,1
77f9c78a-76b5-4571-ada6-c2307f8f5623,0.9991998,1.3895566,0.026029436,3.0412064,0.0048303604,1
337bdfd0-c845-42e9-8fa8-e1b615d253b2,0.99474275,2.7714112,0.16074194,3.8692393,2.314833,1
f5d6dd17-2dd0-418c-9fa4-26dcf64ca515,0.9931723,8.662634,0.77581215,19.572601,1.5042626,1
1739bc6c-8cca-4193-b500-acec2860557f,0.8522144,2.7174706,0.1442751,7.280732,0.6094079,1
8dd79420-07d5-4c08-83b7-a9eccd2be9ae,0.72075087,1.5628728,0.024431348,2.2202265,0.06901169,1
0cfea822-7fa4-45b9-8be0-044e503c8714,0.61788225,1.5044578,0.04469442,2.4234638,0.091311455,1
b5ca16ab-0b77-4f83-8f02-b0fc6bfdcb6d,0.37655282,1.169786,0.010290102,2.3029644,0.074828625,1
72b6ebcd-23ac-4ff2-968c-e4ff3037f2c0,0.19892417,1.4517034,0.05292684,2.5239165,0.020079613,1
5826f4a1-b88d-46fd-957d-23796151b530,0.9961535,3.233139,0.09787593,6.43795,0.52661204,1
de97beae-9b3f-4a27-b871-1113035f8061,0.56298155,1.1679884,0.17109352,3.6593049,0.26120305,1
b8d4d7b0-4d1a-4e70-a001-028eec60a92a,0.9860829,4.054061,0.027623769,11.735185,0.08963156,1
fa7d2925-3c13-4120-9feb-501ef9001070,0.92518455,1.9300284,0.0570428,6.4397497,0.0435915,1
793cf082-e49a-485e-8cf6-b03cb57e875b,0.9863759,2.2303412,0.090012155,3.7737446,0.053976774,1
e0cb3ff0-5ece-477f-ae24-3eae77f23ef4,0.37201902,1.805179,0.14604779,2.8865712,0.18554306,1
d27c14ee-f4db-4eb4-929a-9744f1b64a34,0.98986286,1.1508617,0.11976652,2.2910223,0.16022348,1
5ea9e94d-336b-4b66-a4ea-fe835483250e,0.84513247,2.4317157,0.00547653,9.432866,0.0048110485,1
8847c0c6-18e5-4a92-bbb4-1b8e2d4a2660,0.7019454,2.98784,0.036051143,7.6896186,0.011228561,1
c8561d5f-b532-4763-93b7-6feb3e229e70,0.1789436,1.4454815,0.11841965,4.340984,0.6430814,1
04bd90b0-7719-4c3a-924d-c9f2b15103ff,0.6708494,2.7385535,0.00578715,6.138466,0.00016117096,1
33db99a3-559d-4b6a-907a-a0e4c0ca8991,0.18564644,1.7736005,0.08674998,3.2912712,0.024648428,1
b528fc27-52cd-4420-93b2-e960954b67dc,0.9907625,1.8665179,0.11630459,4.5211225,0.5837579,1
97c14383-790d-4480-bad9-94cc6ef090c0,0.39248106,1.7883774,0.014433591,2.2661126,0.009052753,1
a5cb954f-78dd-41e5-bc8c-2acb5c5a91aa,0.96892846,1.7305797,0.026485844,2.6240664,0.0635376,1
9c34f2fc-c47d-45c1-91aa-fb1c95592c59,0.9891905,5.7862253,0.014850755,15.637814,0.06372762,1
66ad616c-b7d2-4c2c-ab42-fcf263f283e9,0.5868602,1.3249117,0.013202024,2.7849293,0.04224348,1
5337e6a7-1a45-4a8b-9178-45607c946815,0.5164355,1.3886505,0.035708528,2.3698933,0.0025098324,1
33c7938b-c68d-4b72-b869-f891f4a33ffd,0.63437414,2.5858786,0.12381222,5.891521,0.16560721,1
